"articles_id","language_id","articles_name","articles_description","articles_url","articles_viewed","articles_head_title_tag","articles_head_desc_tag","articles_head_keywords_tag"
"154","1","Где купить оптический прицел для карабина?","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/572_0.jpg"" alt="""" width=""200"" height=""122"" />Оптические приборы предназначены для обеспечения более точной наводки оружия на цель. Прежде чем купить оптический прицел для карабина, следует принятие во внимание условия, в которых он будет использоваться, и, конечно же, основные технические характеристики.</p>
<p>Полезно ознакомиться и со следующими рекомендациями при подборе прицела:<br />&bull; материал корпуса (при сильной отдаче прицел не должен слетать)<br />&bull; азотное наполнение корпуса (не позволяет прицелу запотевать при температурных скачках)<br />&bull; наличие прицельной сетки<br />&bull; водо- и пыленепроницаемость.<br /><br /></p>",,"39",,,
"155","1","Где купить снайперский оптический прицел?","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/604_0.jpg"" alt="""" width=""200"" height=""127"" />Существует ряд основных требований, предъявляемых к прицелу оптическому снайперскому. Во-первых, с его помощью не только производится наведение на цель, но и ведется наблюдение за местностью,&nbsp; поэтому важно большое поле охвата и небольшая кратность от 3 до 5. С другой стороны, выстрел зачастую производится по движущимся мишеням на большом расстоянии, в этом случае лучше выбирать прицел с кратностью от 10 до 12. Панкратический прицел (с переменной кратностью) отлично справится со всеми поставленными задачами. А купить снайперский оптический прицел, отвечающий всем требованиям, можно в интернет-магазине пневматического оружия и аксессуаров Diada Arms.</p>",,"55",,,
"156","1","Виды и типы оптических прицелов","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/608_0.jpg"" alt="""" width=""200"" height=""150"" />Главная задача оптических прицелов &ndash; обеспечение высокой точности наведения цели при любых условиях. Конечно же, существуют различные виды и типы оптических прицелов в зависимости от набора их технических характеристик. Так, классификация производится и с учетом типа прицельной марки:<br />&bull; с прицельными нитями<br />&bull; с параллельными стеклянными пластинами, на которые наносятся прицельные знаки и шкалы.<br />Различают оптические прицелы и по кратности увеличения, которые он способны обеспечить. Приобрести надежные оптические прицелы отечественного и зарубежного производства можно в&nbsp; интернет-магазине пневматического оружия и аксессуаров Diada Arms.<br /><br /></p>",,"37",,,
"157","1","Выбор оптического прицела для пневматики","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/607_0.jpg"" alt="""" width=""200"" height=""111"" />Самый эффективный способ повысить производительность пневматического оружия &ndash; это приобрести оптическую технику, которая даст вам возможность наводить прицел и производить стрельбу с большей точностью по любым мишеням на разных расстояниях. Однако возникает закономерный вопрос, какой выбрать оптический прицел и какими техническими характеристиками он должен обладать? В данной статье мы расскажем вам об основных параметрах, на которые следует обращать внимание при подборе оптического прицела. В первую очередь важен материал, из которого изготовлен корпус прицела. Предпочтение следует отдавать легким материалам, например, авиационному алюминию, так как прицел не должен сильно утяжелять оружие, иначе это негативно скажется на силе отдачи и маневренности во время стрельбы. При сравнении оптических прицелов было выявлено, что модели с герметичным корпусом, заполненным азотом, выигрывают у своих аналогов, поскольку предотвращают запотевание. Выбор оптического прицела для пневматики осуществляется также и с учетом особенностей прицельной марки. Профессионалы рекомендуют модели с дальномерной шкалой.</p>
<h2>Какой оптический прицел купить?</h2>
<p>Если вы все еще не определились, какой оптический прицел купить, интернет-магазин пневматического оружия и аксессуаров Diada Arms с удовольствием поможет вам решить эту проблему. В нашем каталоге собраны наиболее популярные среди потребителей модели прицелов от ведущих производителей. С нашей помощью вы приобретете надежный оптический прицел с учетом особенностей вашего оружия по демократичным ценам с доставкой на дом!</p>",,"38",,,
"158","1","Какие бывают прицельные марки оптических прицелов?","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/601_0.jpg"" alt="""" width=""200"" height=""111"" />Прицельные марки оптических прицелов отличаются по форме в зависимости от выполняемых задач. Наиболее распространённые марки прицелов:<br />&bull; Т-образные <br />&bull; система уголков и дальномерная шкала<br />&bull; дуплекс (крест с перекрестием тонких нитей посередине).<br />&nbsp;Т-образные марки снабжены центральным пеньком и двумя горизонтальными нитями. Для малогабаритных мишеней выбирают марку с острым углом пенька. Прицельную марку со скрещенными тонкими нитями удобнее визировать на круглой мишени. В каталоге интернет-магазина Diada Arms вы найдете большой выбор марок для оптически прицелов по демократичным ценам.</p>",,"35",,,
"159","1","Эффективное использование оптического прицела","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/605_0.jpg"" alt="""" width=""200"" height=""127"" />Для того чтобы обеспечить эффективную работу с оптическим прицелом необходимо тщательно изучить инструкцию по установке и использованию оптического прицела. Из такой инструкции вы можете узнать, имеется ли на вашем прицеле подсветка, которая значительно облегчит эксплуатацию в неблагоприятных условиях освещения. Также важно хорошо знать строение вашего прицела. Чаще всего это зрительная труба с механизмами установки углов прицеливания и учета боковых поправок. Труба состоит из корпуса, объективной и окулярной трубок. А приобрести надежный прицел вам поможет интернет-магазин Diada Arms.</p>",,"28",,,
"160","1","Оптические прицелы новосибирского приборостроительного завода","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/597_0.jpg"" alt="""" width=""200"" height=""108"" />Интернет-магазин пневматического оружия и аксессуаров предлагает своим клиентам широкий выбор прицелов новосибирского приборостроительного завода. В арсенале продукции данного производителя вы найдете качественные и надежные:<br />&bull; ночные прицелы<br />&bull; дневные прицелы<br />&bull; прицелы сменного увеличения.<br />Продукция новосибирского завода хороша тем, что вы без проблем сможете подобрать отличный прицел, отвечающий все техническим требования, по основным характеристикам вашего оружия. Также прицелы новосибирского производителя славятся и удобной раскладкой, а именно своими обозначениями на оптических прицелах.</p>",,"80",,,
"161","1","Оптические прицелы для пневматики Diana","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/631_0.jpg"" alt="""" width=""200"" height=""57"" />Немецкий производитель пневматического оружия Diana давно прочно обосновался на мировом рынке. Большой популярностью у отечественных потребителей пользуются не только их винтовки, но и оптические прицелы для пневматики Diana. Модельный ряд оптического оборудования отлично подходят не только непосредственно к винтовкам этого же производителя, но и практически к любому оружию. Интернет-магазин пневматического оружия и аксессуаров Diada Arms предлагает широкий выбор оптических прицелов Диана по неимоверно низким ценам с доставкой на дом.</p>",,"54",,,
"162","1","Оптика на пневматическую винтовку Хатсан","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/141_0.jpg"" alt="""" width=""200"" height=""65"" />Для того чтобы правильно подобрать оптику для пневматики Hatsan в первую очередь необходимо определиться с целями, в которых будет использоваться пневматическая винтовка. Если вы намереваетесь использовать ее не в закрытых помещениях (тир, например), а на отрытых пространствах, всегда есть вероятность неблагоприятных погодных условий, а именно осадков. В таком случае рекомендуется выбирать водонепроницаемую оптику на пневматическую винтовку Хатсан. Также следует отдать предпочтение моделям, оснащенным световыми фильтрами и возможностью внесения баллистических поправок. Так вы сможете производить выстрел не только в непогоду, но и в условиях невысокой освещенности. При выборе прицелов оптических для Hatsan следует учитывать и особенности прицельной марки. Большим спросом пользуются Т-образные марки в виде креста, а также дальномерная шкала. Т-образная марка оснащена центральным пеньком, и от остроты его угла зависит удобство прицеливания по малогабаритным мишеням.</p>
<h2>Где купить оптику для пневматики Хатсан</h2>
<p>Турецкий производитель пневматического оружия Хатсан очень популярен у российских потребителей. Подобрать оптику для пневматики Хатсан достаточно просто, а вот найти надежный вариант, отвечающий всем требования и имеющий отличные технические характеристики, - сложнее. Но на помощь вам придет интернет-магазин пневматического оружия и аксессуаров Diada Arms. В нашем каталоге вы найдете замечательный выбор оптических прицелов для большинства известных марок пневматических винтовок по привлекательным ценам!</p>",,"81",,,
"163","1","Основные требования к оптическому прицелу на Хатсан 125","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/141_0.jpg"" alt="""" width=""200"" height=""65"" />Пневматическая винтовка Hatsan 125 турецкого производства является одним из популярных выборов любителей развлекательной и спортивной стрельбы. Данная модель оснащена прицельными приспособлениями, представляющими собой регулируемые по горизонтали и вертикали прицельную планку и мушку. И планка, и мушка адаптированы к прицельной стрельбе в условиях плохой видимости посредством светящегося фибероптического волокна. Однако для обеспечения еще большей точности попадания в мишень многие предпочитают устанавливать дополнительный оптический прицел на Хатсан 125. При выборе оптики для пневматики Хатсан 125 следует учитывать материал, из которого произведен корпус прицела. Дело в том, что сама винтовка весит почти четыре килограмма, поэтому увесистый прицел может стать помехой для маневренности, а также скажется на силе отдачи. Рекомендуются водо- и пыленепроницаемые модели с герметичным корпусом, заполненным азотом, чтобы предотвратить запотевание.</p>
<h2>Где купить оптический прицел для Hatsan 125?</h2>
<p>Турецкий производитель Hatsan давно завоевал сердца любителей и профессиональных стрелков по всему миру благодаря неизменно высокому качеству и набору технических характеристик своей продукции. Несмотря на то, что большинство моделей имеют встроенные прицельные приспособления, оптический прицел для Hatsan 125 &ndash; это разумное решение. Интернет-магазин пневматического оружия и аксессуаров Diada Arms предлагает широкий выбор оптики на пневматику Hatsan 125. В нашем каталоге вы сможете подобрать варианты как от самого производителя, так и марки прицелов других брендов по демократичным ценам!</p>",,"323",,,
"164","1","Оптические прицелы Leapers отзывы","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/2046_0.jpg"" alt="""" width=""200"" height=""200"" />На сегодняшний день производитель оптического оборудования Leapers занимает одно из ведущих мест на мировом рынке. Наибольшей популярностью среди производителей пользуются оптические прицелы модельных рядов:<br />&bull; Leapers 5Th Gen<br />&bull; Leapers Accushot.<br />Отзывы на оптические прицелы Leapers пятого поколения впечатляют! Во-первых, как корпус, так и внутренняя трубка прицелов производятся на сверхточном оборудовании из цельной заготовки авиационного алюминиевого сплава, отличающегося особой прочностью. Исходя из отзывов об оптике Липерс, данные прицелы можно устанавливать на любой тип оружия. Примечательно и то, что все модели заполнены азотом, а значит,&nbsp; не запотевают. Отличные отзывы оптические прицелы Липерс получают и благодаря тому, что все линзы в модельном ряду пятого поколения зафиксированы двойными кольцами, чтобы предотвратить смещение линз и разгерметизацию. Более того, барабаны ввода поправок оснащены эргономичным рифлением для максимального&nbsp; точности и удобства при введении поправок.</p>
<h2>Отзывы об оптических прицелах Leapers Accushot</h2>
<p>Производитель обеспечил себе только положительные отзывы оптических прицелах Leapers Accushot благодаря набору исключительных технических показателей своей продукции. Весь модельный ряд имеет центральную трубку диаметром 30 мм и увеличенным диапазоном ввода поправок. Это является гарантом высокой точности при стрельбе на дальние дистанции или при использовании боеприпасов с крутой траекторией падения пули. Линзы прицела на изумрудной основе с многослойным просветлением отвечают за четкость, контрастность и яркость видимого изображения. Приобрести оптические прицелы Leapers по демократичным ценам можно в интернет-магазине пневматического оружия и аксессуаров Diada Arms.</p>",,"44",,,
"165","1","Особенности оптического прицела Leapers 3 9x32","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/545_0.jpg"" alt="""" width=""200"" height=""200"" />Оптический прицел Leapers 3 производится на платформе TS (True Strength), предназначенной&nbsp; специально для пневматики и способной выдерживать как прямую, так и обратную отдачу. Данная модель имеет переменную кратность увеличения. Этот оптический прицел оснащен сеткой MilDot с двумя цветами подсветки (зеленый и красный). Корпус и детали оптического прицела Липерс 3 9x32 выполнены из высокопрочного авиационного алюминия, поэтому возможно использование в неблагоприятных климатических условиях, в том числе при температурных скачках. Корпус также заполнен азотом, чтобы предотвратить запотевание. Линзы прицела свою очередь имеют многослойное просветление на изумрудной основе. Благодаря сочетанию широкого поля зрения с увеличенным рабочим расстоянием от глаза до окуляра прицела производить выстрел намного комфортнее. В набор прицелов данного модельного ряда также входят защитные откидывающиеся крышки. Возможна отстройка от параллакса в диапазоне от пяти с половиной метров и до бесконечности.</p>
<h2>Технические характеристики прицела Leapers BugBuster 3 9x32</h2>
<p>Прицельная сетка MilDot высокоточного оптического прицела Leapers BugBuster 3 9x32 и базируется на системе RGB с регулируемой подсветкой зеленого и красного цветов. Данный оптическая модель имеет сферическую конструкцию, что позволяет добиться максимальных результатов. Отличительной чертой этого прицела является четкое и контрастное изображение даже в условиях плохого освещения. Благодаря встроенным системам Precision и Stay Zero быстро приводится в рабочее состояние.&nbsp; Отметим, что поправки по горизонтали и вертикали производятся вручную. Приобрести оптические прицелы Липерс по демократичным ценам можно в интернет-магазине пневматического оружия и аксессуаров Diada Arms.</p>",,"29",,,
"166","1","Оптический прицел leapers 4 16х40","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/2045_0.jpg"" alt="""" width=""200"" height=""146"" />Оптический прицел leapers 4 16х40 относится к серии TS с высокоимпульсивной отдачей. Прицел предназначен для стрельбы на дальние расстояния. Прицельная сетка MilDot оптического прицела leapers 4 16х40 с регулируемой яркостью подсветки имеет 9 точек. Линзы, изготовленные с помощью &ldquo;умной&rdquo; сферической структуры, позволяют по максимуму использовать прицельные возможности. Купить прицел липерс 4 16х40 в комплекте с защитными flip-up крышками, кольцами для крепления Weaver RGWM-25M4-14, регулировочным ключом и элементами питания (2 шт.) можно в нашем оружейном онлайн-магазине.</p>",,"58",,,
"167","1","Оптический прицел true hunter leapers 3 12х40","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/2038_0.jpg"" alt="""" width=""200"" height=""138"" />Корпус оптического прицел leapers 3 12х40 изготовлен из лёгкого, но очень прочного алюминиевого сплава. Многослойное осветление линз объектива оптического прицела leapers true hunter 3 12x40 обеспечивает отличную видимость даже в пасмурную погоду. В комплекте с оптическим прицелом&nbsp; липерс 12х40 идут съёмные кольца для планки Weaver и солнцезащитная бленда. Прицел оснащён прицельной сеткой MilDot с двумя цветами подсветки &ndash; красным и зелёный с регулируемой яркостью, это позволяет комфортно стрелять при любом освещении. Внутренняя трубка оптического прицела липерс 3 12 40 герметична и заполнена азотом, это надёжно защищает линзы, изготовленные на изумрудной основе, от запотевания.</p>
<h2>Купить прицел&nbsp; липерс 3 12х40 онлайн</h2>
<p>Оптический прицел leapers 3 12 40 &ndash; самый лёгкий и компактный представитель серии True Strength. Серия TS защищает прицел от внутренней и внешней отдачи.&nbsp; Усиленное крепление из двух колец гарантирует целостность внутренней трубки прицела. Длина этой модели составляет всего 206 см, диаметр &ndash; 32 мм, а вес &ndash; 206 г. Оптический прицел leapers true hunter 3 12x40 обладает четырёхкратным оптическим зумом, картинка объектива контрастная и яркая. Рабочее расстояние от пристрелочного ноля до глаз в 88 мм в прицеле leapers utg 3 12x40 делает стрельбу ещё более безопасной, чем в предыдущих версиях этой модели. Купить американский оптический прицел leapers utg 3 12x40 можно онлайн в нашем магазине. Прицел leapers 12x40 предназначен для стрельбы на длинные дистанции.</p>",,"127",,,
"168","1","Купить оптический прицел leapers 4 16х40","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/2045_0.jpg"" alt="""" width=""200"" height=""146"" />Простая и вместе с тем прочная конструкция оптических прицелов американского бренда Leapers сделала их лидерами продаж по всему миру. Корпус оптических прицелов Липерс изготовлен из авиационного сплава алюминия и надёжно защищает внутреннее устройство прицела от любой непогоды. Боковые и вертикальные поправки оптических прицелов leapers true hunter 4 16x40 дополнительно защищены специальным уплотнителем. Наполнение азотом и полная герметичность трубка спасает линзы от запотевания. Благодаря многослойному осветлению, внутренние линзы имеют высокую светопропускную способность и обеспечивают чёткую, насыщенную и контрастную картинку. Более широкий обзор гарантирует сетка MilDot, оснащённая 9 прицельными точками. Купить модель leapers 4 16x40 можно в нашем оружейном онлайн магазине.</p>
<h2>Прицел липерс 4 16 40 с доставкой</h2>
<p>Оптический прицел leapers 4 16х40 идеально подходит для стрельбы на большое расстояние. Все детали оптического прицела липерс 4 16 40 изготовлены из качественных материалов на оборудовании высокой точности, что обеспечивает надёжное и плавное функционирование механики. Тактическая сетка MilDot помогает точно рассчитать расстояние до цели и значительно повышает меткость. Прицел Leapers 4 16 40 оснащён двухцветной подсветкой (красный и зелёной)&nbsp; с возможностью регулировки яркости, это делает прицеливание комфортным в условиях любой освещённости. Помимо самого прицела leapers 4 16x40 в комплект входят 2 батареи CR2032, флип-ап крышки для объектива.</p>",,"132",,,
"169","1","Компактный прицел leapers 6x32 mini","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/545_0.jpg"" alt="""" width=""200"" height=""200"" />Компактный оптический прицел leapers 6x32 mini с диаметром трубки 24,5 мм оборудован линзами из высококачественном стеклом на изумрудной основе. Линзы прицелов Leapers проходят процедуру многоступенчатого осветления, поэтому изображение, полученное с помощью таких прицелов отличается повышенной чёткостью и насыщенностью. Прицел leapers 6x32 mini&nbsp; подходит для стрельбы на длинные дистанции. В нашем онлайн-магазине можно купить оптический прицел липерс 6х32 мини, а также оформить доставку в любую точку России.</p>",,"39",,,
"170","1","Коллиматорный прицел leapers utg 1x30","<p><img style=""float: left;"" src=""/images/leapers.jpg"" alt="""" width=""200"" height=""193"" />Коллиматорный прицел leapers utg 1x30 оснащён тактической сеткой с двойной подсветкой для высокой скорости прицеливания. Линзы для прицелов, компания Leapers изготавливает только из качественного стекла на изумрудной основе. Такое стекло имеет высокую светопропускную способность, что обеспечивает чёткую и яркую картинку. Крепление прицела возможно как на планку Picattiny, так и на Weaver. В нашем онлайн магазине можно купить коллиматорный прицел leapers utg 1x30.</p>",,"30",,,
"171","1","Универсальные сошки leapers utg","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/1206_0.jpg"" alt="""" width=""200"" height=""200"" />В нашем интернет-магазине вы можете приобрести не только само оружие, но и множество сопутствующих товаров к нему. Мы предлагаем Вашему вниманию алюминиевые сошки Leapers.&nbsp; Складные сошки Липерс просты в использовании, обладают прочной конструкцией. Сошки Leapers крепятся к стволу универсальным зажимом, легко настраиваются под диаметры стволов от 11 до 19 мм. Прорезиненные ножки сошек предотвращаются скольжение. Высота ножек регулируется от 230 до 280 мм. Вес сошек Leapers &ndash; 300 г.</p>",,"40",,,
"172","1","Компактный прицел leapers scp m392aolwq mini","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/611_0.jpg"" alt="""" width=""200"" height=""127"" />Компактный и очень удобный оптический прицел leapers scp m392aolwq mini &ndash; представитель 5th generation прицелов американской компании Leapers. Этот прицел относится к серии True Strength. Он стойко выдерживает как прямую, так и внутреннюю отдачи. Прицелочный ноль тщательно укреплён. Конструкция корпуса прицела проста в применении и очень надёжна. В комплекте с оптическим прицелом leapers scp m392aolwq идут антибликовая защитная бленда, флип-ап крышки и салфетки для оптики.</p>",,"67",,,
"173","1","Купить прицел leapers utg mnt 978","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/610_0.jpg"" alt="""" width=""200"" height=""124"" />Оптический прицел leapers utg mnt 978 изготовлен на платформе TS. Все прицелы этой серии очень прочные и выдерживают внутреннюю и внешнюю отдачу. Внутренняя трубка оптического прицела leapers utg mnt 978 зафиксирована двойными защитными кольцами. Герметичность и целостность заполненного азотом корпуса гарантируют уплотнители верхней и боковой платформы прицела. Газ внутри прицела помогает избежать запотевания линз и гарантирует чёткую и яркую картинку. Купить прицел leapers mnt 978 можно у нас в магазине.</p>",,"37",,,
"174","1","Прицел оптический leupold vx 3","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/538_0.jpg"" alt="""" width=""200"" height=""200"" />Если вы подбираете для себя относительно недорогой, но в то же время качественный и надежный прицел для охоты, то вам стоит обратить свое внимание на оптический прицел leupold vx 3. Прежде чем выложить свою продукцию на рынок, производители компании leupold подвергают свои прицелы полнейшей проверке. На прицел leupold vx 3 предлагается полная пожизненная гарантия. Этот прицел способен давать четкое изображение даже в условиях пониженной видимости. Расположенные по уникальной схеме линзы снижают все помехи и борются с внезапно возникающими бликами, поэтому прицеливание при использовании leupold vx 3 происходит достаточно комфортно.</p>
<h2>Прицел leupold vx 3</h2>
<p>Вот некоторые технические характеристики оптического прицела leupold vx 3: вес этой модели не превышает 350 грамм, диаметр объектива 40 мм., длина 315 мм. Как и все оптические прицелы фирмы leupold, vx 3 обладает классическим черным матовым покрытием, благодаря которому он прекрасно смотрится на любой винтовке. Оптический прицел leupold vx 3 обладает отличными противоударными и водоотталкивающими свойствами, благодаря которым он очень популярен у наших охотников. Установив на своей винтовке этот оптический прицел, вы получите ощутимую помощь при охоте в условиях сумерек или дождливой осенней погоды.</p>",,"35",,,
"175","1","Leupold vx 1 2 7x33","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/532_0.jpg"" alt="""" width=""200"" height=""200"" />Если вы ищете надежный и недорогой прицел, то модель leupold vx 1 2 7x33 &ndash; то, что вам нужно. Благодаря уникальной оптической системе этот прицел может давать четкое приближение даже в условиях поздних сумерек или густого тумана. Американские прицелы leupold традиционно проходят долгие испытательные проверки, поэтому компания-производитель предлагает на свою продукцию пожизненную (30 лет) гарантию. Не менее хорош и прицел leupold vx 1 3 9x40. Как и все прицелы этой компании, он обладает повышенной влагоустойчивостью, что дает ему дополнительные бонусы.</p>",,"36",,,
"176","1","Leupold vx 2","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/536_0.jpg"" alt="""" width=""200"" height=""174"" />Оптический прицел leupold vx 2 3 9x40 отличается повышенной светопроницаемостью. Этот прибор отчетливо приблизит необходимый вам объект даже в условиях плохой видимости. У этой модели существует возможность ручной настройки кратности. Окуляр leupold vx 2 фокусируется достаточно легко и быстро, причем у этой модели есть функция блокировки окуляра на заданных показателях. Как и на все прицелы фирмы leupold, на vx 2 распространяется пожизненная гарантия. Прибор устойчив к воздействию влаги, поэтому прослужит вам долго.</p>",,"33",,,
"177","1","Leupold vx 3 1.5 5x20","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/536_0.jpg"" alt="""" width=""200"" height=""174"" />Прицелы фирмы leupold давно стали законодателями мод на рынке оптических приборов. Все прицелы фирмы leupold надежны, и на всех их действует пожизненная гарантия. Не является исключением и оптический прицел leupold vx 3 3.5 10x50. Благодаря уникально системе линз &laquo;Index Matched Lens System&raquo; этот прибор способен давать четкое изображение даже в условиях густого тумана. Это его качество особенно привлекает российских любителей охоты. Не менее важной характеристикой является его повышенная противоударность.</p>",,"37",,,
"178","1","Leupold vx 6 1 6x24mm","<p><img style=""float: left;"" src=""http://diada-arms.ru/images/product_images/thumbnail_images/540_0.jpg"" alt="""" width=""200"" height=""176"" />Среди всех оптических прицелов leupold vx 6 1 6x24mm обладает уникальной надежностью. Этот прицел обладает высокой светочувствительностью, благодаря которой он способен давать четкое изображение в любых погодных условиях. Оптический прицел leupold vx 6 1 6x24mm высоко ценится профессиональными охотниками. Этот прибор оснащен качественной подсветкой, а уникальная система защиты линз эффективно препятствует попаданию влаги на оптику и оберегает ее от механических повреждений. На leupold vx 6 1 6x24mm, как и на любой другой прицел компании leupold, распространяется пожизненная гарантия.</p>",,"63",,,
